Métier,Entreprise,Poste,Niveau,Lieu,Salaire,Expérience,Compétences,Description
Data Analyst,RANDSTAD,Data analyst (F/H),Non spécifié,40 - Tarnos,Horaire de 25.0 Euros sur 12.0 mois,3 An(s),"excel, python, power bi, ia, r","Au sein du service Méthodes Supply chain de Safran Helicoptere Engines, vos missions seront de : - Maintenir et mettre à jour des outils opérationnels et de pilotage - Consolider le reporting hebdomadaire du service - Participer à des actions de plan de progrès du service en industrialisant des KPI existants ou en créant des KPI ou reporting répondant à des besoins nouveaux. Maîtrise d'Excel Profil orienté base de données + connaissance en outil de visualisation type Power BI et langage de progr"
Data Analyst,Non spécifié,DATA ANALYST (H/F),Senior,13 - MARSEILLE 09,Annuel de 35000.0 Euros à 42000.0 Euros sur 12.0 mois,1 An(s),"tableau, power bi, Adapter les outils de traitement statistique de données, Communiquer les résultats des études aux parties prenantes, r, ia, sql","La division IT de PROMAN EXPERTISE recherche pour son client, un(e) DATA ANALYST H/F dans le cadre d'une mission de 18 mois à Marseille.   Pour qui ?   Entreprise française, leader dans la production et la distribution d'électricité et d'énergie (nucléaire, éolien, .). Avec une implantation dans plus de 30 pays et 100 000 collaborateurs, notre client intervient dans la construction et la maintenance de projets industriels complexes et variés (EPR, installation hydro-électrique, .)  Au sein d'une"
Data Analyst,Stand CELAD,AQUITEC / Data analyst(H/F),Non spécifié,33 - BORDEAUX,Non spécifié,2 An(s),"Communiquer les résultats des études aux parties prenantes, r, Adapter les outils de traitement statistique de données","Venez nous rencontrer au salon Aquitec le Jeudi 16 Octobre de 9h à 17h au stade Matmut Atlantique  Nous recherchons un Business Analyst Data / BI. Vous interviendrez en proximité avec les équipes métier pour les accompagner dans la définition des besoins, la conception de solutions et le suivi de la mise en œuvre, dans un environnement riche et complexe.  Vos principales activités: Dans le cadre de votre mission, vous serez amené(e) à : Analyser l'existant : évaluer les deux entrepôts de données"
Data Analyst,ADECCO BD1,Ingénieur méthodes / data analyst (h/f),Senior,13 - Marseille 9e Arrondissement,Mensuel de 4072.0 Euros à 4100.0 Euros sur 12.0 mois,Débutant accepté,"tableau, power bi, ia, api, r","Adecco Onsite recrute pour l'un de ses clients, une entreprise du secteur de l'énergie, un-e Ingénieur méthodes / data analyst (H/F) basé-e à Marseille 9e.  Au sein du service Solutions et Projets Numériques, vous serez rattaché-e au Groupe Ingénierie Data. Votre mission principale consistera à outiller des besoins de valorisation de la donnée et/ou des besoins d'élaboration d'outils collaboratifs sur la base de solutions telles que Power Apps, Sharepoint, Power BI, Tableau et Tableau Prep.  Vos"
Data Analyst,GROUPAMA GAN VIE,Data analyst (H/F),Non spécifié,33 - Mérignac,Mensuel de 35000.0 Euros à 40000.0 Euros sur 13.0 mois,12 Mois,"rest, sql, tableau, python, qlik, Adapter les outils de traitement statistique de données, Maîtrise Qlik Sense, Communiquer les résultats des études aux parties prenantes, Maîtrise SAS, ia, git, r, statistiques","Votre mission si vous l'acceptez.     Au sein de la Direction Prévoyance Individuelles, vous intégrez l'équipe Stratégie & Efficience Commerciale.   Vos principales missions sont les suivantes :  - Participer à l'ensemble des projets liés à la stratégie de développement du business et à son pilotage en identifiant les leviers d'optimisation grâce à l'utilisation des données clients & contrats disponibles - Créer / consolider les reportings - Elaborer et/ou faire évoluer les tableaux de bord rela"
Data Analyst,LENDYS,Consultant(e) Data Analyst Big Data - PARIS 09 (H/F),Alternance,75 - PARIS 09,Mensuel de 3500.0 Euros sur 12.0 mois,2 An(s),"python, Analyser, exploiter, structurer des données, Adapter les outils de traitement statistique de données, Connaissance des environnements Big Data, Communiquer les résultats des études aux parties prenantes, big data, hadoop, Collaborer avec des équipes pour intégrer des analyses, spark, statistiques, rest, tableau, qlik, Assister une structure dans l'interprétation et l'analyse d'une étude, sql, r, power bi, Aisance avec les outils de data visualisation, git","Au sein du pôle Transformation Finance et Digital, vous participerez et prendrez en charge des missions d'analyse et de valorisation de données au service de nos clients.  Vous interviendrez sur toutes les étapes des projets Data, de la collecte à la restitution des analyses, dans un environnement Big Data.  Vous interviendrez sur des sujets tels que : - Collecte, préparation et structuration des données issues de sources multiples ; - Analyse statistique et modélisation pour dégager des tendanc"
Data Analyst,PROMAN EXPERTISE,DATA ANALYST (H/F),Senior,83 - LA GARDE,Annuel de 35000.0 Euros à 39000.0 Euros sur 12.0 mois,1 An(s),"power bi, Adapter les outils de traitement statistique de données, Communiquer les résultats des études aux parties prenantes, r, ia, sql","La division IT de PROMAN EXPERTISE recherche pour son client, un(e) DATA ANALYST H/F dans le cadre d'une mission d'un an (renouvelable) à La Garde.  Avec plus de 10 000 salariés, notre client a pour vocation première la distribution de l'électricité mais assure également la maintenance et l'entretien du réseau électrique afin d'assurer un service continu, de qualité et en toute circonstance aux foyers et entreprises françaises.  Par ailleurs, de par la mise en place de projets innovants, cette e"
Data Analyst,PRIMEVER SERVICES,Data analyst,Non spécifié,47 - AGEN,Annuel de 45000.00 Euros à 53000.00 Euros sur 12 mois,3 An(s) - fontion équivalente,"excel, tableau, python, power bi, qlik, Adapter les outils de traitement statistique de données, Communiquer les résultats des études aux parties prenantes, agile, r, ia, git, api, sql","Dans le cadre de notre développement, nous recherchons pour notre siège social situé à Agen (47), un/e Data Analyst en CDI.  Rattaché au Responsable Data Science, votre objectif sera d'analyser et d'interpréter des données pour organiser, synthétiser et traduire efficacement des données Métiers.   Intégrez l'équipe DSI d'une cinquantaine de personnes pluridisciplinaires et participez également à la transition digitale. Le but étant d'exploiter la puissance du numérique, stimuler l'innovation et "
Data Analyst,DK SPORT CONSULTING,Data analyst (H/F),Non spécifié,75 - PARIS 08,Mensuel de 2300.0 Euros à 2900.0 Euros sur 12.0 mois,Débutant accepté,"excel, sql, Collecter des données statistiques, tableau, go, statistiques, google sheets, ia, Rédiger un rapport, un compte rendu d'activité, Certificat de capacité analyste de la performance, git, api, r, Utiliser les outils numériques","DK Sport Consulting est une société spécialisée dans l'accompagnement de sportifs professionnels. Nous intervenons dans le conseil de carrière, la gestion de performance et la valorisation d'image. Dans le cadre du développement de nos activités, nous créons un poste dédié à l'analyse de données sportives et à la structuration digitale de l'entreprise.   - Collecter et structurer les données liées aux performances sportives des joueurs suivis.  - Construire des tableaux de bord (Excel / Google S"
Data Analyst,ALTITUDE CONSEIL,Data analyst (H/F),Senior,74 - MEGEVE,Non spécifié,3 An(s),"go, Adapter les outils de traitement statistique de données, Communiquer les résultats des études aux parties prenantes, git, r",Rattaché au responsable digital du cabinet ou directement à l'Expert-Comptable est responsable de diverses missions : -Veiller à la qualité des données intégrées dans le logiciel de production comptable -S'assurer de la conformité des données diffusées -Réduire au strict minimum le nombre de défauts et d'anomalies -Acquérir et organiser l'ensemble des flux des clients pour faciliter la récupération et la transmission des données -Accompagner le client dans l'utilisation de plateformes -Fournir l
Data Analyst,LABORATOIRES DE BIOLOGIE VEGETALE YVES R,CDD - Data Analyst H/F/X - GROUPE ROCHER (H/F),Stage,92 - ISSY LES MOULINEAUX,Non spécifié,Débutant accepté,"pandas, excel, tableau, python, dash, go, Adapter les outils de traitement statistique de données, Communiquer les résultats des études aux parties prenantes, ia, r, statistiques","CDD de 12 mois à pouvoir à partir de janvier 2026 à Issy-Les-Moulineaux     Rattaché(e) à l'équipe HR Data & people analytics,  vous assurez la collecte, la qualité et la fiabilité des données RH en collaboration avec les équipes RH internationales, l'équipe IT et l'intégrateur, et vous élaborez des dashboards, menez des études et analyses pour accompagner le pilotage de l'activité.    Missions principales  Garantir la collecte mensuelle des données RH des filiales du Groupe réparties dans près "
Data Analyst,AUTOMOTIVE CELLS COMPANY SE,Data Analyst (H/F),Non spécifié,62 - Billy-Berclau,Non spécifié,3 An(s),"streamlit, tableau, python, power bi, go, r, sql, statistiques","Contexte :  Nous recherchons un/une Data Analyst pour assurer le fonctionnement et l'évolution de certains outils critiques de notre usine de Billy Berclau Douvrin.  Vous conduirez des analyses de données et des études statistiques, afin d'apporter des solutions innovantes satisfaisant les besoins de différents départements et créant de la valeur pour l'entreprise.  Vous collaborerez avec nos équipes interfonctionnelles afin de garantir le succès du projet.  Missions principales :    * Création "
Data Analyst,MANPOWER,DATA ANALYST (H/F),Non spécifié,30 - Chusclan,Horaire de 14.0 Euros sur 12.0 mois,3 An(s) - Master droit social,"excel, RESSOURCES HUMAINES, r, ia","Manpower recherche, au nom de son client œuvrant dans le domaine de la recherche-développement en autres sciences physiques et naturelles, un Data Analyst. - Reprise des données RH pour analyse et transcodage dans le nouvel outil SI.  - Participation à la mise en place du projet convergence au niveau du SRHS (notamment pour la partie Analyse de données)  - Participation à l'élaboration du Bilan social et du rapport de situation comparée  - Contribue à la mise en place de requêtes RH, analyses do"
Data Analyst,LE VIGILANT SECURITE PRIVEE,DATA ANALYST JUNIOR (H/F),Junior,93 - LES PAVILLONS SOUS BOIS,Mensuel de 2300.0 Euros à 3000.0 Euros sur 12.0 mois,8 Mois,"pandas, excel, tableau, python, power bi, Exploiter des solutions de Data Science ou d'Intelligence Artificielle, Analyser, exploiter, structurer des données, go, Adapter les outils de traitement statistique de données, matplotlib, Communiquer les résultats des études aux parties prenantes, statistiques, ia, Logiciels de gestion de base de données, numpy, r, Utilisation de logiciels statistiques","Dans le cadre de son développement, notre société recrute un(e) Data Analyste pour piloter et développer l'analyse et l'exploitation des données de l'entreprise. Vous serez chargé(e) de la collecte, du traitement et de l'interprétation des données afin de produire des analyses pertinentes au service de la prise de décision stratégique. Vous travaillerez en étroite collaboration avec les équipes métiers et techniques pour concevoir des rapports et des tableaux de bord sur mesure. Vous contribuere"
Data Analyst,GROUPE AUDIENS,Data Analyst (H/F),Senior,92 - VANVES,Mensuel de 3000.0 Euros à 3400.0 Euros sur 14.0 mois,Débutant accepté,"tableau, go, Adapter les outils de traitement statistique de données, Communiquer les résultats des études aux parties prenantes, ia, r, statistiques","Nous recherchons un Data Analyst (H/F) pour rejoindre notre équipe et contribuer à la mise en œuvre des décisions stratégiques de l'entreprise ainsi qu'à celles de nos partenaires institutionnels. Votre mission sera de produire des études, analyses, tableaux de bord et statistiques pertinents afin d'accompagner le pilotage et la performance.  Au quotidien, vous serez amené(e) à créer et mettre à jour des tableaux de bord destinés aux managers, à réaliser des statistiques réglementaires, à enrich"
Data Analyst,BANQUE PALATINE,Contrôleur de gestion/ Data Analyst   (H/F),Senior,94 - FONTENAY SOUS BOIS,Annuel de 43000.00 Euros sur 12 mois,1 An(s),"maîtrise de l'outil dataviz powerbi, excel, rest, sql, tableau, power bi, go, maîtrise excel, Indicateurs de suivi d'activité, ia, connaissances du secteur bancaire, maîtrise langage de requêtage SQ, r, Calculer les marges, la rentabilité d'un produit ou d'une activité","La Direction du Contrôle de Gestion de la Banque Palatine recherche pour son Département Pilotage de la rentabilité un(e) Contrôleur de gestion / Data Analyst (h/f).  Ce poste basé au siège Val de Fontenay (94), est à pourvoir sous CDI dès que possible.  Rattaché(e) au département pilotage de la rentabilité au sein de la direction du contrôle de gestion et du pilotage de la Banque, le (la) contrôleur de gestion/ data analyste assure à travers la production de reportings la mesure et le pilotage "
Data Analyst,DAVIDSON PACA,Data analyst (H/F),Senior,06 - VALBONNE,Annuel de 36000.0 Euros à 45000.0 Euros sur 12.0 mois,Débutant accepté,"tableau, python, power bi, go, Communiquer les résultats des études aux parties prenantes, r, ia, git, gitlab, sql, azure","Rejoindre Davidson, ce n'est pas seulement intégrer un groupe de 3000 consultants dans 6 pays et 2 continents, c'est intégrer LA société qui a été élue par ses salariés Great Place To Work France et Europe pendant 4 ans mais aussi une des plus grandes B Corp de France, nommée Best of the World dans la catégorie ""collaborateurs"" en 2022 ! (Les ""B Corp"" formant une communauté de sociétés qui ont décidé d'être non pas les meilleures du monde mais les meilleures POUR le monde).  Parce que notre déve"
